"url","Title","Time","Location","Category"
"http://www.accupass.com/go/AnikiinTaipei","妖精降臨夜尻祭 - 2016 Aniki in Taipei♂","2016-08-27(Sat) 18:00 ~ 2016-08-27(Sat) 21:00 (GMT+8)","台北市中山區大直街70號; 活動粉絲頁","Entertainment"
"http://www.accupass.com/go/trans2016","TRANS從零到醫－ 跨域 生醫 創新 論壇","2016-08-27(Sat) 08:30 ~ 2016-08-28(Sun) 18:00 (GMT+8)","Huashan 1914 Creative Park, No. 1, Section 1, Bade Rd, Zhongzheng District Taipei City, Taiwan 100","Health"
"http://www.accupass.com/go/aces2016","2016 未來大人物 實體交流論壇","2016-08-27(Sat) 09:00 ~ 2016-08-27(Sat) 17:00 (GMT+8)","台北市信義區信義路五段1號1樓; [關鍵評論網 ] 2016未來大人物","Education"
"http://www.accupass.com/event/register/1607190714287893666900","尋找完美伴侶的系統化做法（3小時版）","2016-08-30(Tue) 18:30 ~ 2016-08-30(Tue) 21:30 (GMT+8)","台北市復興北路154號9樓【大人學台北教室】; 講座介紹","Education"
"http://www.accupass.com/go/psps","攝影師的影像魔法 - Adobe Photoshop 影像後製基礎課程-週末密集班 (8/27-8/28確定開班)","2016-08-27(Sat) 10:00 ~ 2016-08-28(Sun) 19:00 (GMT+8)","台北市大安區信義路三段153號7樓; Chen-Yu Hsiao Photography","Photography"
"http://www.accupass.com/go/freeweigthAug","怪獸訓練-自由重量基礎班【男女混合班】","2016-08-22(Mon) 15:00 ~ 2016-08-25(Thu) 21:00 (GMT+8)","台北市中正區汀州路三段160巷底; 怪獸訓練官網","Sports"
"http://www.accupass.com/go/DCT_105022","《台北》Angular 2 開發實戰：新手入門篇","","",""
"http://www.accupass.com/go/DCT_105022","◎ 課程說明; ◎ 課程編號; ◎ 課程日期; ◎ 課程主題; ◎ 適合對象; ◎ 預期效益; ◎ 講者名單; ◎ 講者簡歷; ◎ 課程費用; ◎ 退換票辦法; ◎ 注意事項","2016-08-27(Sat) 09:00 ~ 2016-08-27(Sat) 17:00 (GMT+8)","台北市大安區金華街199巷5號; Will 保哥的技術交流中心","Education"
"http://www.accupass.com/go/newenergy","【2016 New Energy Leadership Forum】 新能源領袖論壇 - COP21後產業的氣候變遷行動","2016-08-24(Wed) 13:00 ~ 2016-08-24(Wed) 17:15 (GMT+8)","中油大樓國光會議廳","Education"
"http://www.accupass.com/event/register/1607220835154559154830","葡萄酒新手選Eric老師帶你一次搞懂世界一氣泡酒：PROSECC","2016-08-24(Wed) 19:00 ~ 2016-08-24(Wed) 21:00 (GMT+8)","106台北市大安區安和路二段211號2樓之2; http://www.thinkingwater.biz/#!moon-festival/cjcz","Food"
"http://www.accupass.com/go/icandothingsforyou","百場社企小聚 NO.165-I can do things for you - 浪浪音樂會","2016-08-27(Sat) 18:30 ~ 2016-08-27(Sat) 21:20 (GMT+8)","台北市大安區建國南路一段177號; Facebook活動頁面","Other"
"http://www.accupass.com/go/tripgokingevent0828","台灣常旅客計劃論壇 AUGUST 2016","2016-08-28(Sun) 13:00 ~ 2016-08-28(Sun) 18:00 (GMT+8)","台北市松山區八德路四段123號3樓","Travel"
"http://www.accupass.com/event/register/1607181121272037099239","TJ. HANAYA 緹緁花屋 -【初夏紫海盆花】-鮮花初級","2016-08-21(Sun) 14:30 ~ 2016-08-21(Sun) 17:00 (GMT+8)","台北市大安區大安路一段 31 巷 13 號","Education"
"http://www.accupass.com/go/wulink0821","【周日免費】733日常親子防身互動講座-三創生活園區11樓","2016-08-21(Sun) 13:30 ~ 2016-08-21(Sun) 14:30 (GMT+8)","台北市中正區市民大道三段2號11樓; 武林文創","Education"
"http://www.accupass.com/go/transxstarrocket","H. Spectrum X TRANS X 三創育成基金會 - 從零到醫搶先看","2016-08-27(Sat) 13:30 ~ 2016-08-27(Sat) 15:30 (GMT+8)","台北市中正區市民 大道 三 段 2 號 11 樓","Health"
"http://www.accupass.com/event/register/1608110504233905741200","22work/shop｜水泥花器製作體驗課程","2016-08-27(Sat) 14:00 ~ 2016-09-11(Sun) 17:30 (GMT+8)","台北市中正區連雲街4之5號一樓; 關於22designstudio","Education"
"http://www.accupass.com/go/whotel","總監解密！「台北 W 飯店」行銷策略","2016-08-25(Thu) 19:30 ~ 2016-08-25(Thu) 21:30 (GMT+8)","台北市松山區八德路三段12巷51弄36號B1","Education"
"http://www.accupass.com/go/827","安心感男孩。177cm↑男生限定聯誼活動♥","2016-08-27(Sat) 18:30 ~ 2016-08-27(Sat) 21:00 (GMT+8)","台北市大安區信義路四段303號4樓; Paktor Premium","Entertainment"
"http://www.accupass.com/event/register/1606270540291127317880","2016 台灣國際旅遊展 08/26~08/29 世貿一館 旅展","2016-08-26(Fri) 10:00 ~ 2016-08-29(Mon) 18:00 (GMT+8)","台北市信義路五段5號; 索取免費入場參觀券","Travel"
"http://www.accupass.com/go/momo160822","The Future Mobile Game-Game Tech 抓住你的眼","2016-08-22(Mon) 19:00 ~ 2016-08-22(Mon) 21:30 (GMT+8)","台北市南京東路二段100號12樓","Education"
"http://www.accupass.com/event/register/1608041155448129768880","醫學簡報實戰講座｜8/21 Sun. 14:00-16:00","2016-08-21(Sun) 14:00 ~ 2016-08-21(Sun) 16:00 (GMT+8)","台北市重慶南路一段121號3樓之5","Education"
"http://www.accupass.com/go/psquare2","Processing電腦視覺-手機連線互動工作坊","2016-08-27(Sat) 14:00 ~ 2016-08-28(Sun) 17:00 (GMT+8)","台北市松山區敦化北路50巷20號 (巴蕯．小弄 Passage Café); 巴薩．小弄 Passage Café 粉絲頁","Education"
"http://www.accupass.com/go/fightforjustice","《進擊之路》九月電影包場特映","2016-08-29(Mon) 14:00 ~ 2016-09-30(Fri) 21:00 (GMT+8)","台北市; 進擊之路官方臉書","Arts"
"http://www.accupass.com/go/neasyanimationpack","【Ｎ次坊】懶人包簡報動畫力（如何做出懶人包，並善用動畫增強行銷力！）","2016-08-28(Sun) 10:00 ~ 2016-08-28(Sun) 20:30 (GMT+8)","104台北市中山區松江路131號7樓之1; N次坊臉書粉絲專頁","Education"
"http://www.accupass.com/go/mentorevent_t","大推手DFC之旅 x 行動分享會-臺北場","2016-08-27(Sat) 09:00 ~ 2016-08-27(Sat) 17:00 (GMT+8)","臺北市大安區信義路三段157巷11號","Education"
"http://www.accupass.com/go/protect2","全民瘋運動3.0-筋膜放鬆實做課程免費講座","2016-08-27(Sat) 09:00 ~ 2016-08-27(Sat) 10:30 (GMT+8)","臺北市松山區長春路339巷2號B1","Sports"
"http://www.accupass.com/event/register/1608041505221603335593","台泰創業座談會","2016-08-23(Tue) 19:30 ~ 2016-08-23(Tue) 21:15 (GMT+8)","臺北市內湖區內湖路一段516號6樓","Business"
"http://www.accupass.com/go/designplus_2016NE","【免費報名】設計小聚X新蛋特別場－倫敦&巴黎設計師帶路","2016-08-26(Fri) 18:30 ~ 2016-08-26(Fri) 20:00 (GMT+8)","華山文創園區-台北市中正區八德路一段1號中三館一樓 (Fab Cafe)","Arts"
"http://www.accupass.com/go/0828","給單身者的兩性實驗室 (8月 台北場)","2016-08-28(Sun) 13:30 ~ 2016-08-28(Sun) 20:30 (GMT+8)","台北市士林區忠勇街39號(合和拾間); http://www.linkourworld.net/","Education"
"http://www.accupass.com/event/register/1609200800501140852363","日本nendo設計展in TAIPEI","2016-08-31(Wed) 09:30 ~ 2016-10-30(Sun) 17:30 (GMT+8)","台北市信義區光復南路133號; 台灣設計館官網","Arts"
"http://www.accupass.com/go/20160826data","數位行銷學院│商業數據分析與圖像表達","2016-08-26(Fri) 09:30 ~ 2016-08-26(Fri) 16:30 (GMT+8)","台大法學院霖澤館(辛亥路、復興南路口); 活動網址連結","Education"
"http://www.accupass.com/go/SEParty","【社企樂園】食安，走出飲食風險迷宮","2016-08-29(Mon) 19:00 ~ 2016-09-21(Wed) 21:00 (GMT+8)","106台北市大安區金華街142號","Education"
"http://www.accupass.com/go/wftp0831","【Workshop】「透視數據下的商機：運用Google Analytics發掘商業洞見」導讀會","2016-08-31(Wed) 19:00 ~ 2016-08-31(Wed) 21:30 (GMT+8)","台北市龍江路76巷1號; WorkFaceTaipei粉絲專頁","Business"
"http://www.accupass.com/go/inspiring88","蒙特梭利爸爸學","2016-08-27(Sat) 14:00 ~ 2016-08-27(Sat) 17:00 (GMT+8)","實踐菁英會館地址：台北市內湖區內湖路一段516號6樓","Education"
"http://www.accupass.com/go/thaimei","[海外生活分享]台妹變身泰妹，在微笑國度的生活日記","2016-08-21(Sun) 14:00 ~ 2016-08-28(Sun) 21:30 (GMT+8)","台北市忠孝東路四段170巷6弄2號3F; https://www.facebook.com/wooooker/","Travel"
"http://www.accupass.com/go/basicboxingaug","【素人拳擊基礎班】男女混合班~拳擊 紓壓、飆汗、正能量","2016-08-26(Fri) 19:00 ~ 2016-08-29(Mon) 21:00 (GMT+8)","台北市中正區汀州路三段160巷底; 怪獸訓練官網","Sports"
"http://www.accupass.com/go/s01","講座《流浪犬源頭管理多元策略之可能》","2016-08-27(Sat) 13:00 ~ 2016-08-28(Sun) 17:30 (GMT+8)","台北市中山區林森北路107巷10號","Education"
"http://www.accupass.com/go/wantdaily2016","2016首屆《旺報》兩岸青年創業論壇-有夢最美 共創數位新經濟","2016-08-27(Sat) 08:30 ~ 2016-08-27(Sat) 12:30 (GMT+8)","新北市政府行政大樓507會議室(新北市板橋區中山路1段161號); 旺報","Education"
"http://www.accupass.com/go/giv9","Girls in Tech Startup Lab #9 她的創投趣談","2016-08-28(Sun) 14:00 ~ 2016-08-28(Sun) 17:30 (GMT+8)","台北市中正區市民大道三段2號11樓; 更多訊息將在臉書Event Page 發佈","Education"
"http://www.accupass.com/event/register/1607150922538904284770","左思右想—想出職場大未來！功夫老師簽書會暨百人桌遊大競比 演講活動","2016-08-27(Sat) 19:30 ~ 2016-08-27(Sat) 21:30 (GMT+8)","誠品信義店6樓視聽室（台北市信義區松高路11號6F）","Education"
"http://www.accupass.com/go/mit_sloan_physician","生醫跨界大冒險 - 闖入M.I.T. Sloan的醫生日記","2016-08-31(Wed) 18:00 ~ 2016-09-07(Wed) 21:00 (GMT+8)","(視場次而定)","Education"
"http://www.accupass.com/go/designfortaiwan","【Design For Taiwan】系列講座：為何我們都應具備設計思考？","2016-08-30(Tue) 19:00 ~ 2016-08-30(Tue) 21:00 (GMT+8)","台北市羅斯福路4段85號; Design For Taiwan官方臉書專頁","Education"
"http://www.accupass.com/event/register/1607020314459871208980","重新定義成功企業的方式-Taiwan social enterprise stars","2016-08-31(Wed) 19:30 ~ 2016-08-31(Wed) 21:30 (GMT+8)","台北市基隆路二段117號2樓 Beer & Cheese Social House","Business"
"http://www.accupass.com/go/communitycare","「社照／造社」 社區照護／創造社區","","",""
"http://www.accupass.com/go/communitycare","「社照╳造社」：「社區照護」創造社區","2016-08-26(Fri) 19:00 ~ 2016-08-26(Fri) 21:00 (GMT+8)","10617台北市大安區羅斯福路四段1號; 活動主辦單位臉書粉絲專頁","Education"
"http://www.accupass.com/event/register/1608191623111951054940","台大農藝70周年系慶","2016-08-27(Sat) 10:00 ~ 2016-10-29(Sat) 17:30 (GMT+8)","台北市大安區羅斯福四段一號; 台大農藝系官方網站","Other"
"http://www.accupass.com/go/toaf0827","2016 友善農耕研討會","2016-08-27(Sat) 09:00 ~ 2016-08-27(Sat) 16:30 (GMT+8)","",""
"http://www.accupass.com/event/register/1607080731002048836669","2016 台灣食品安全高峰會","2016-08-30(Tue) 08:40 ~ 2016-08-31(Wed) 17:00 (GMT+8)","",""
"http://www.accupass.com/go/wulink082102","【免費入場】2016親子童心園遊會-三創生活園區11樓","2016-08-21(Sun) 10:00 ~ 2016-08-21(Sun) 16:00 (GMT+8)","台北市中正區市民大道三段2號11樓; 武林文創","Education"
"http://www.accupass.com/event/register/1607200903207493000250","天地人學堂：數位內容行銷實戰系列課程","2016-08-27(Sat) 10:00 ~ 2016-08-27(Sat) 18:00 (GMT+8)","台北市中正區齊東街74號（天地人文創; 天地人文創","Education"
"http://www.accupass.com/event/register/1607130448531107643897","政府補助計畫怎麼寫～與成功者對談～台灣第一家通過兩次天使計畫的團隊","2016-08-27(Sat) 15:00 ~ 2016-08-27(Sat) 17:00 (GMT+8)","台北市建國南路一段177號 App創意園區創客村(仁愛路三段和忠孝東路三段248巷交叉的側門進入)ㄧ樓","Education"
"http://www.accupass.com/event/register/1608230455211102482305","增肌減脂與間歇性斷食的實證科學講堂","2016-08-23(Tue) 13:00 ~ 2016-09-17(Sat) 14:00 (GMT+8)","台北市大安區瑞安街131號; 同步進行的訂閱專案！","Health"
"http://www.accupass.com/go/scthinktanktech2","互聯網＋來襲：行銷人如何應用數位科技、大數據、O2O全體驗行銷","2016-08-26(Fri) 19:30 ~ 2016-08-26(Fri) 21:30 (GMT+8)","105台北市松山區復興北路365號B1","Education"
"http://www.accupass.com/event/register/1607190408191005310098","大人的釀酒學：啟動微醺開關術（午後）","2016-08-24(Wed) 14:30 ~ 2016-08-24(Wed) 16:00 (GMT+8)","台北市信義區仁愛路四段452巷6號1樓","Food"
"http://www.accupass.com/go/woillustration","[插畫界]台北圖聚-採集者","2016-08-21(Sun) 13:00 ~ 2016-08-21(Sun) 17:00 (GMT+8)","台北市中山區八德路二段174巷28號; 插畫界","Arts"
"http://www.accupass.com/event/register/1606280920165803815620","【8/21前人數統計】 916 X 菁英相遇 X 紳士限定 遊艇派對","2016-08-22(Mon) 17:00 ~ 2016-09-16(Fri) 23:00 (GMT+8)","台北市","Entertainment"
