"url","Title","Time","Location","Category"
"http://www.accupass.com/event/register/1601081107003523520800","(剩最後一席)第一次閒聊就上手的系統化做法（3小時版）","2016-02-02(Tue) 18:30 ~ 2016-02-02(Tue) 21:30 (GMT+8)","台北市復興北路154號9樓【大人學台北教室】","Education"
"http://www.accupass.com/go/vi160215","『領導力加速器』說明會 2/5、2/15、2/19","2016-02-05(Fri) 19:00 ~ 2016-02-19(Fri) 22:00 (GMT+8)","台北市中正區北平東路20之3號","Business"
"http://www.accupass.com/event/register/1601160501419218587930","親子電影故事森林－《老鷹想飛》","2016-02-01(Mon) 12:00 ~ 2016-02-12(Fri) 19:00 (GMT+8)","台北市中正區市民大道三段2號五樓","Entertainment"
"http://www.accupass.com/go/rotaryexpotickets23","2/3(三) 邀請參觀扶輪社第一屆優質企業博覽會 - 健康休閒文創暨青年創新創業展","2016-02-03(Wed) 10:00 ~ 2016-02-06(Sat) 18:00 (GMT+8)","台北市中山區玉門街1號; 媒體報導","Business"
"http://www.accupass.com/go/wedevent","Wednesday Love ♥ 小週末下班約會之夜 ♥","2016-02-03(Wed) 19:30 ~ 2016-07-01(Fri) 21:00 (GMT+8)","台北市復興南路一段; Paktor Premium","Entertainment"
"http://www.accupass.com/event/register/1602050759231236187045","掃描尋寶送電影票！尋找「不存在的房間」","2016-02-06(Sat) 11:00 ~ 2016-03-15(Tue) 16:00 (GMT+8)","100台北市中正區八德路一段1號","Technology"
"http://www.accupass.com/event/register/1601170813051406558432","親子電影故事森林－《野球孩子》","2016-02-01(Mon) 12:00 ~ 2016-02-12(Fri) 19:00 (GMT+8)","台北市中正區市民大道三段2號五樓","Entertainment"
"http://www.accupass.com/event/register/1601170420171981669370","親子電影故事森林－《太陽的孩子》","2016-02-01(Mon) 12:00 ~ 2016-02-12(Fri) 19:00 (GMT+8)","台北市中正區市民大道三段2號五樓","Entertainment"
"http://www.accupass.com/event/register/1601250904129833737120","2月4日 到世界屋脊發展社會企業「游牧行」 | 木子鵬【WorkFace Taipei】","2016-02-04(Thu) 19:00 ~ 2016-02-04(Thu) 21:30 (GMT+8)","台北市大安區金華街142號","Business"
"http://www.accupass.com/event/register/1601170400291849241241","親子電影故事森林－《星空》","2016-02-01(Mon) 12:00 ~ 2016-02-12(Fri) 19:00 (GMT+8)","台北市中正區市民大道三段2號五樓","Entertainment"
