"url","Title","Time","Location","Category"
"http://www.accupass.com/go/SUITWALK2016","2016 SUIT WALK TAIPEI","2016-03-12(Sat) 12:30 ~ 2016-03-12(Sat) 17:00 (GMT+8)","台北市信義區忠孝東路5段10號","Fashion"
"http://www.accupass.com/go/musictravels","城市音樂探索日．Barre & Cycle 陪你一起旅行","2016-03-18(Fri) 19:00 ~ 2016-12-30(Fri) 23:00 (GMT+8)","台北市忠孝東路四段200號13樓","Sports"
"http://www.accupass.com/event/register/1602040909466333775190","2016瑜伽馬拉松。14天新生計劃！","","",""
"http://www.accupass.com/event/register/1602040909466333775190","","2016-03-18(Fri) 09:00 ~ 2016-05-15(Sun) 18:00 (GMT+8)","台北市中正區八德路一段一號","Sports"
"http://www.accupass.com/go/16awtalk3","[NN好鄰居時尚講座]從無到有，不可能到可能","2016-03-18(Fri) 14:00 ~ 2016-03-18(Fri) 15:30 (GMT+8)","台北市建國南路一段177號","Fashion"
"http://www.accupass.com/event/register/1601040704409820229800","正念的力量 - Bob Stahl Ph.D減壓從一粒葡萄乾開始作者首度來台","","",""
"http://www.accupass.com/event/register/1601040704409820229800","費用優惠一覽表 :","2016-03-11(Fri) 19:00 ~ 2016-03-20(Sun) 17:00 (GMT+8)","台北市和平東路二段134號","Education"
"http://www.accupass.com/go/201603ga","Google Analytics網站分析基礎實務｜網站分析必備工具","","",""
"http://www.accupass.com/go/201603ga","課程已額滿; 若您對課程有興趣，歡迎留下聯絡方式，我們將會主動與您聯繫。","2016-03-18(Fri) 09:30 ~ 2016-03-18(Fri) 17:30 (GMT+8)","台北市光復南路102號3F","Education"
"http://www.accupass.com/go/ives","《Ives’ Shorts大衛・艾夫斯 短酷Show》","2016-03-11(Fri) 20:00 ~ 2016-03-27(Sun) 22:30 (GMT+8)","台北市北投區北投一段九號三樓(3F., No.9, Sec. 1, Beitou Rd., Beitou Dist., Taipei City 112, Taiwan)","Arts"
"http://www.accupass.com/go/basicfolding2","基礎生物摺紙工作坊","2016-03-12(Sat) 09:00 ~ 2016-03-20(Sun) 16:30 (GMT+8)","台北市中正區","Education"
"http://www.accupass.com/go/timetorecharge","快樂充電站 Time to Recharge","2016-03-15(Tue) 19:00 ~ 2016-07-13(Wed) 21:00 (GMT+8)","台北市大安區建國南路一段177號","Education"
"http://www.accupass.com/event/register/1601060352121105611046","專業簡報的準備技巧(7PDU)","2016-03-12(Sat) 09:30 ~ 2016-03-12(Sat) 17:30 (GMT+8)","台北市復興北路154號9樓【大人學台北教室】","Education"
"http://www.accupass.com/go/talentforum","2016人才論壇｜ VUCA 時代下，領導人才的佈局與落地","2016-03-18(Fri) 13:30 ~ 2016-03-18(Fri) 17:30 (GMT+8)","松山機場民航局B1國際會議廳（台北市松山區敦化北路340號）","Business"
"http://www.accupass.com/event/register/1603181450561395074404","愛情歐姆 精緻朋友聯誼 2VS2 or 3VS3 or 4VS4 （女生首次免費）","2016-03-18(Fri) 20:00 ~ 2020-12-31(Thu) 23:30 (GMT+8)","台北市靠近捷運站的餐廳、咖啡廳或是參加者共同想要去的地方","Entertainment"
"http://www.accupass.com/go/BWFY2016_TheMoment","BWFY－2016 March【我們的那時此刻】(包場+映後)","2016-03-18(Fri) 20:00 ~ 2016-03-18(Fri) 22:00 (GMT+8)","108 台北市台北市武昌街二段89號","Arts"
"http://www.accupass.com/go/illuSalonBananaLin","illuSalon｜啊！沒想到自己也可以做得到-跨領域品牌分享會","2016-03-12(Sat) 14:30 ~ 2016-03-12(Sat) 16:00 (GMT+8)","台北市萬華區康定路43號2樓","Education"
"http://www.accupass.com/go/meet63","【創業小聚#63】 新創PR怎麼做？打造你的媒體公關戰術！","2016-03-16(Wed) 19:00 ~ 2016-03-16(Wed) 21:30 (GMT+8)","YOUR SPACE：台北市大安區光復南路102號3樓","Business"
"http://www.accupass.com/go/taroterico","【 乙女釋放 】 ～從宇宙No.5門扉釋放的少女～ 塔羅師Judy Yeh引領日本少女畫家ERICO 揭諦二十二張塔羅奧秘（開幕活動）","2016-03-18(Fri) 19:00 ~ 2016-03-18(Fri) 20:30 (GMT+8)","台北市大同區大龍街231號2樓","Arts"
"http://www.accupass.com/go/makerpro03142016","【MAKER進階班】自己搞定SMD電路板加工","2016-03-14(Mon) 19:00 ~ 2016-03-14(Mon) 21:00 (GMT+8)","台北市大安區敦化南路二段216號23樓","Technology"
"http://www.accupass.com/go/nteseries9","改變一生英文公開課：collocations搭配詞 + 英文文法","2016-03-16(Wed) 19:30 ~ 2016-03-16(Wed) 21:00 (GMT+8)","台北市朱崙街60號2樓","Education"
"http://www.accupass.com/go/HeroesxHS0313","《暴雪英霸》、《爐石戰記》台港澳總決賽","2016-03-13(Sun) 12:00 ~ 2016-03-13(Sun) 21:00 (GMT+8)","台北市中正區市民大道三段2號5樓","Entertainment"
"http://www.accupass.com/go/sdtalk201602","2016.03月－設計小聚#35","2016-03-15(Tue) 19:30 ~ 2016-03-15(Tue) 21:30 (GMT+8)","台北市光復南路102號3樓","Arts"
"http://www.accupass.com/go/16awtalk2","[NN好鄰居時尚講座]時代*時尚 -請看時裝世紀變遷，不只是流行","2016-03-17(Thu) 14:00 ~ 2016-03-17(Thu) 15:30 (GMT+8)","台北市建國南路一段177號","Fashion"
"http://www.accupass.com/go/haikuangshudu1051","海光書讀--人文經典讀書會","","",""
"http://www.accupass.com/go/haikuangshudu1051","課程資訊","2016-03-11(Fri) 19:00 ~ 2016-06-25(Sat) 16:00 (GMT+8)","台北市大安區溫州街18巷16弄1-1號","Arts"
"http://www.accupass.com/event/register/1606122107394086216440","愛情歐姆 桌遊活動 （女生免費）","2016-03-18(Fri) 20:00 ~ 2020-12-31(Thu) 23:30 (GMT+8)","108台北市萬華區武昌街二段18號B1","Entertainment"
"http://www.accupass.com/event/register/1603011430155567342050","2016臺北世界設計之都—世界設計影響力大獎論壇","2016-03-18(Fri) 09:00 ~ 2016-03-18(Fri) 12:00 (GMT+8)","臺北市光復南路133號","Arts"
"http://www.accupass.com/event/register/1509021442289748375660","2016 正念的力量《減壓，從一粒葡萄乾開始》作者─鮑伯.史鐸博士(Bob Stahl Ph.D)─首度訪台系列課程活動","","",""
"http://www.accupass.com/event/register/1509021442289748375660","「2016 正念的力量」; ※開門【正念大視野 : 公開演講】; ※相遇【 遇見自在平和的自己 : 二日正念探索工作坊】; ※深入【與大師一起修煉 : 五日正念專修營】; →→→→→馬上報名←←←←←","2016-03-11(Fri) 19:00 ~ 2016-03-11(Fri) 21:00 (GMT+8)","台北教育大學","Health"
"http://www.accupass.com/go/forumclass2016","[ 學堂私塾 ] 菁英培育系列課程","2016-03-17(Thu) 09:30 ~ 2016-03-17(Thu) 16:30 (GMT+8)","台北市中山區民權西路20號10樓之12","Education"
"http://www.accupass.com/event/register/1602220945391777430591","PanSci TALK：智慧醫療新契機-智慧化長照新科技應用的契機","2016-03-17(Thu) 19:00 ~ 2016-03-20(Sun) 21:00 (GMT+8)","台北市松山區八德路四段123號3樓","Technology"
"http://www.accupass.com/go/16awTalk1","[NN好鄰居時尚論壇]理想烏托邦--從中興百貨、衣蝶解放區、到好鄰居風格時裝展","2016-03-16(Wed) 15:00 ~ 2016-03-16(Wed) 16:30 (GMT+8)","台北市建國南路一段177號","Fashion"
"http://www.accupass.com/go/secourse03","人才梯隊-外商金融儲幹X社會企業【華山論劍-社企講堂03】","2016-03-17(Thu) 19:00 ~ 2016-03-17(Thu) 21:30 (GMT+8)","台北市金華街142號(金華官邸-社企聚落)","Education"
