"url","Title","Time","Location","Category"
"http://www.accupass.com/go/2016HackNTU","2016HackNTU臺大黑客松","","",""
"http://www.accupass.com/go/2016HackNTU","【活動精神】; 【活動分區】; （請大家務必仔細閱讀，謝謝！）; 【活動流程】; 【活動獎項】","2016-08-19(Fri) 09:30 ~ 2016-08-21(Sun) 17:00 (GMT+8)","國立台灣大學綜合體育館","Technology"
"http://www.accupass.com/go/1050802","8月【名人講座】這輩子一定要出走一次啊！","2016-08-13(Sat) 14:00 ~ 2016-08-13(Sat) 16:00 (GMT+8)","臺北市中正區仁愛路一段17號2樓; TYS臉書粉絲團","Education"
"http://www.accupass.com/go/hoffmann201608","霍夫曼的玩具箱 Mr.Hoffmann's Toy Box ── 人形玩偶交流販售會","2016-08-14(Sun) 10:30 ~ 2016-08-14(Sun) 15:30 (GMT+8)","台北市文山區汀州路四段 88 號; 霍夫曼的玩具箱 Mr.Hoffmann's Toy Box","Business"
"http://www.accupass.com/event/register/1605071436101502287839","SPACE MEDIA FESTIVAL 數位設計國際工作營","2016-08-18(Thu) 09:30 ~ 2016-08-28(Sun) 21:30 (GMT+8)","106台北市大安區基隆路四段43號","Education"
"http://www.accupass.com/event/register/1604190906138314772330","302 談判與協商 (7PDU)","2016-08-20(Sat) 09:30 ~ 2016-08-20(Sat) 17:30 (GMT+8)","台北市復興北路154號9樓【大人學台北教室】","Education"
"http://www.accupass.com/event/register/1606171305081648482473","【初心者】[不一樣的保安宮]人文風格技巧外拍","2016-08-13(Sat) 15:00 ~ 2016-08-13(Sat) 21:00 (GMT+8)","台北市大同區哈密街61號","Photography"
"http://www.accupass.com/event/register/1607130928596204853100","第一屆三創親子影展：《暑假作業》","2016-08-15(Mon) 13:00 ~ 2016-08-24(Wed) 19:00 (GMT+8)","台北市中正區市民大道三段2號五樓","Arts"
"http://www.accupass.com/event/register/1607130825359939284150","第一屆三創親子影展：《親子手作創意美術課：親手製作溫暖的手工卡片》講師：劉經瑋","2016-08-20(Sat) 13:30 ~ 2016-08-21(Sun) 18:00 (GMT+8)","台北市中正區市民大道三段2號三樓","Arts"
"http://www.accupass.com/event/register/1607130815596763368500","第一屆三創親子影展：《貓小小的繪本故事時間》","2016-08-15(Mon) 13:00 ~ 2016-08-24(Wed) 19:00 (GMT+8)","台北市中正區市民大道三段2號五樓","Arts"
"http://www.accupass.com/event/register/1606080724021419379430","【運動按摩課程】實作工作坊- 8/13台北場","2016-08-13(Sat) 08:30 ~ 2016-08-13(Sat) 12:00 (GMT+8)","台北市大同區昌吉街55號2樓207教室","Sports"
"http://www.accupass.com/go/illuClassCindy","illuClass｜角色設計與情緒速寫—入門篇","2016-08-20(Sat) 14:00 ~ 2016-08-20(Sat) 17:00 (GMT+8)","台北市萬華區康定路43號2樓; 插畫人基地FB","Education"
"http://www.accupass.com/go/DCT_105019","《台北》Angular 2 開發實戰：新手入門篇","","",""
"http://www.accupass.com/go/DCT_105019","◎ 課程說明; ◎ 課程編號; ◎ 課程日期; ◎ 課程主題; ◎ 適合對象; ◎ 預期效益; ◎ 講者名單; ◎ 講者簡歷; ◎ 課程費用; ◎ 退換票辦法; ◎ 注意事項","2016-08-20(Sat) 09:00 ~ 2016-08-20(Sat) 17:00 (GMT+8)","台北市大安區金華街199巷5號; Will 保哥的技術交流中心","Education"
"http://www.accupass.com/go/illuSalonFeng2","illuSalon｜馮翊綱：創作，是一門好生意！","2016-08-13(Sat) 09:00 ~ 2016-08-13(Sat) 18:00 (GMT+8)","台北市萬華區康定路43號2樓; 插畫人基地FB","Arts"
"http://www.accupass.com/event/register/1608020211271924832221","取得流量駭客的第一張門票：Google Analytics","","",""
"http://www.accupass.com/event/register/1608020211271924832221","講座內容; 合適對象; 講師介紹; 主辦單位","2016-08-18(Thu) 19:30 ~ 2016-08-18(Thu) 21:30 (GMT+8)","台北市八德路四段123號3樓","Education"
"http://www.accupass.com/go/makerpro20160811","【Maker Hatch Night】無痛接軌LoRa通訊世界","2016-08-11(Thu) 19:00 ~ 2016-08-11(Thu) 21:00 (GMT+8)","台北市大安區忠孝東路三段248巷 ((空總魅客空間 （不要從空總建國大門進來，接近仁愛路的門口進來最快）))","Technology"
"http://www.accupass.com/go/numeracylab08","【數感沙龍】跨領域的數學實驗課．說明會","2016-08-20(Sat) 14:30 ~ 2016-08-28(Sun) 15:30 (GMT+8)","104台北市中山區建國北路一段78巷18號; 數感實驗室Facebook粉絲頁","Education"
"http://www.accupass.com/go/taiwancraftbeer","為台灣乾杯｜我們的島，我們的精釀啤酒","2016-08-20(Sat) 14:00 ~ 2016-08-20(Sat) 21:30 (GMT+8)","台北市中山區明水路569號B2","Entertainment"
"http://www.accupass.com/event/register/1607250617257814780990","| 團圓大稻埕 好味食堂 | 處暑．消暑氣的冰淇淋與下酒菜料理","2016-08-13(Sat) 11:00 ~ 2016-08-13(Sat) 12:30 (GMT+8)","台北市迪化街一段155號","Food"
"http://www.accupass.com/go/flyer08","【資策會xArkLab多旋翼工坊】無人機講座｜實習工作坊-飛客嘉年華（八月）","2016-08-14(Sun) 14:00 ~ 2016-08-28(Sun) 17:00 (GMT+8)","台北市松山區民生東路四段133號","Technology"
