"url","Title","Time","Location","Category"
"http://www.accupass.com/event/register/1511220355261642706095","A102 戀愛大人學：搞懂戀愛規則，學習關係雙贏","","",""
"http://www.accupass.com/event/register/1511220355261642706095","為何你該上這堂課; 誰該上這堂課; 課程說明; 課程會怎麼進行？; 聽聽其他同學怎麼說","2016-01-09(Sat) 09:30 ~ 2016-01-17(Sun) 17:30 (GMT+8)","台北市復興北路154號9樓【大人學台北教室】","Education"
"http://www.accupass.com/event/register/1512211104251235092810","Mi-Chan & Kettaro Fan Meeting @TAIPEI","2016-01-01(Fri) 12:00 ~ 2016-01-24(Sun) 21:00 (GMT+8)","台北市萬華區西寧南路177號","Entertainment"
"http://www.accupass.com/event/register/1512210927491423295535","Creative Playground 創意遊樂場","2016-01-09(Sat) 10:00 ~ 2016-01-09(Sat) 21:00 (GMT+8)","Impact Hub Taipei （台北市大安區和平東路二段265巷3號）","Arts"
"http://www.accupass.com/go/daikan2016s","「岱我飛翔」國泰陽岱鋼球迷同樂會","2016-01-09(Sat) 14:00 ~ 2016-01-09(Sat) 15:30 (GMT+8)","台北市大安區基隆路四段43號","Sports"
"http://www.accupass.com/go/lmtalks","給市長的信 Letters to the Mayor--開幕座談【建築人的城市實踐】","2016-01-09(Sat) 14:00 ~ 2016-01-09(Sat) 17:30 (GMT+8)","台北市大同區迪化街一段117號","Education"
"http://www.accupass.com/go/wte","【2016台北國際冬季旅展】1/08~11南港展覽館","","",""
"http://www.accupass.com/go/wte","壓軸強檔旅遊盛會 移師南港展覽館擴大展出; 春節 寒假 228連假High翻天; 年前最後享好康 旅遊 餐券 伴手禮3折起 餐券168元起; 免費看旅展 現省180元; 冬旅大四喜 機票年菜一元價; 參觀資訊","2016-01-08(Fri) 10:00 ~ 2016-01-11(Mon) 18:00 (GMT+8)","南港展覽館","Travel"
"http://www.accupass.com/go/starwarssummit","星戰鐵粉高峰會 Star Wars Fan Summit","2016-01-08(Fri) 19:00 ~ 2016-01-08(Fri) 21:00 (GMT+8)","100 台北市中正區市民大道三段2號 (6F 電競王)","Entertainment"
"http://www.accupass.com/go/shp2","【免費參加】如何為產品找到恰當的溝通策略!!!!!!!!社群行銷","2016-01-05(Tue) 19:30 ~ 2016-02-29(Mon) 21:00 (GMT+8)","台北市信義區信義路四段415號10樓之7","Education"
"http://www.accupass.com/go/toffy","《陪你到最後──小豬熊Toffy萌日記》新書分享簽名會","2016-01-03(Sun) 15:00 ~ 2016-02-21(Sun) 16:30 (GMT+8)","台北金石堂站前店(台北市中正區忠孝西路一段50號2F)、台中金石堂中遠店(台中市西屯區台灣大道三段251號9F 南棟) 、台北金石堂城中店(台北市重慶南路一段119號)","Arts"
"http://www.accupass.com/go/project2016","106 動態排程基礎 (14PDU) (MS Project2016版)","2016-01-04(Mon) 09:30 ~ 2016-01-04(Mon) 14:30 (GMT+8)","台北市復興北路99號 (上課樓層請留意1F指示牆公告)【恆逸資訊】","Education"
"http://www.accupass.com/event/register/1512290730411284919545","1月7日 創業實務法律問題解析 | 吳磺慶律師【WorkFace Taipei】","2016-01-07(Thu) 19:00 ~ 2016-01-07(Thu) 21:30 (GMT+8)","台北市大安區金華街142號","Business"
"http://www.accupass.com/event/register/1511180725468431071080","天地人學堂：微電影行銷實戰系列課程","2016-01-05(Tue) 19:30 ~ 2016-01-26(Tue) 21:30 (GMT+8)","台北市中正區齊東街74號（天地人文創）","Education"
"http://www.accupass.com/go/noage","忘齡小聚///捍衛腦力與活力的不老策略","2016-01-08(Fri) 19:30 ~ 2016-01-08(Fri) 21:15 (GMT+8)","台北市信義區松高路11號","Education"
"http://www.accupass.com/go/tparch","空間母語 台北城市建築考 城中系列","2016-01-09(Sat) 13:00 ~ 2016-02-27(Sat) 15:00 (GMT+8)","臺北市中正區襄陽路2號(周邊)","Arts"
"http://www.accupass.com/event/register/1512300556051321291647","韓森方法：1/9 網聊實戰●網聊技巧 講座","2016-01-09(Sat) 16:00 ~ 2016-01-09(Sat) 18:00 (GMT+8)","台北市中正區市民大道三段二號4樓","Education"
