"url","Title","Time","Location","Category"
"http://www.accupass.com/event/register/1605121201402372555530","行銷與驗票付費服務－你要的協助，Accupass來幫你！","2016-06-01(Wed) 12:00 ~ 2017-12-31(Sun) 23:59 (GMT+8)","台北市民權東路一段45號3樓","Business"
"http://www.accupass.com/event/register/1606040854291079810298","2016年閱野文創夏令營-生態營隊－〔Discovery迪思卡佛瑞］昆蟲/海洋/恐龍營","2016-06-04(Sat) 17:00 ~ 2016-08-28(Sun) 17:00 (GMT+8)","台北市","Education"
"http://www.accupass.com/event/register/1606051744541268330803","【MCA直播台─2016NBA總冠軍賽！】","2016-06-06(Mon) 08:00 ~ 2016-06-06(Mon) 12:00 (GMT+8)","台北市中山區長安東路一段61-1號1F","Sports"
"http://www.accupass.com/event/register/1606051745555950569180","【MCA直播台─2016NBA總冠軍賽！】","2016-06-09(Thu) 09:00 ~ 2016-06-09(Thu) 12:00 (GMT+8)","台北市中山區長安東路一段61-1號1F","Sports"
"http://www.accupass.com/event/register/1605290307011631951216","外匯投資理財講座","2016-06-07(Tue) 19:00 ~ 2016-06-07(Tue) 21:00 (GMT+8)","台北市青島西路7號9樓R905教室; 報名網址","Education"
"http://www.accupass.com/go/wuotalk03","窩講堂#03 無盡的迴圈--流浪動物解方的雙面刃","2016-06-05(Sun) 13:00 ~ 2016-06-05(Sun) 17:00 (GMT+8)","三創11樓 貝殼好室Event Space A：台北市中正區市民大道三段2號","Charity"
"http://www.accupass.com/event/register/1605220730331759188013","圖像與機制","2016-06-03(Fri) 14:00 ~ 2016-06-11(Sat) 21:30 (GMT+8)","台北市中正區重慶南路二段19巷3號; http://blog.roodo.com/nanhai","Arts"
"http://www.accupass.com/event/register/1605160637331540354831","【藝堂課】玩藝香包體驗","2016-06-09(Thu) 11:00 ~ 2016-06-09(Thu) 22:00 (GMT+8)","台北市菸廠路88號B2服務台","Arts"
"http://www.accupass.com/go/nccucg","【政大管理顧問社】2016 CG Networking Salon","2016-06-06(Mon) 19:00 ~ 2016-06-06(Mon) 21:30 (GMT+8)","台北市信義區信義路五段16-1號; 政大管理顧問社 - 2015 年派對活動紀錄","Business"
"http://www.accupass.com/event/register/1605300332564841836340","Connect x Salon 便利與安全的兩難：數位時代的新隱私權定義","2016-06-07(Tue) 18:30 ~ 2016-06-07(Tue) 21:00 (GMT+8)","台北市信義區信義路五段7號83F","Education"
"http://www.accupass.com/go/itz0605","遇見北歐風情畫","2016-06-05(Sun) 14:00 ~ 2016-06-05(Sun) 16:00 (GMT+8)","南京東路二段160號7樓","Travel"
"http://www.accupass.com/go/mid3Jun16","實境密室脫逃 《惡一學園：丑時三刻》6月場","2016-06-01(Wed) 09:30 ~ 2016-06-30(Thu) 22:30 (GMT+8)","台北市中山區農安街19號地下一樓; Escapeholics","Entertainment"
"http://www.accupass.com/go/tillandsiaworkshop","蘑菇 日本鹿兒島【空氣鳳梨Tillandsia】園藝工作坊","2016-06-10(Fri) 15:00 ~ 2016-06-10(Fri) 16:00 (GMT+8)","100台北市中正區八德路一段1號 （華山1914文創園區 中4A-2-2島島 華山限定店）; 蘑菇官網","Education"
"http://www.accupass.com/event/register/1605130700201989731021","Big Sale！格林初夏曬書樂","2016-06-03(Fri) 10:00 ~ 2016-06-05(Sun) 18:00 (GMT+8)","台北市新生南路二段2號3樓","Other"
