"url","Title","Time","Location","Category"
"http://www.accupass.com/event/register/1605020123485451573790","「螢詩作樂」生態夜訪","2016-05-15(Sun) 18:30 ~ 2016-05-15(Sun) 20:30 (GMT+8)","大湖山莊街230號","Travel"
"http://www.accupass.com/event/register/1605090558071591053653","「螢詩作樂」生態夜訪(平日加開場)","2016-05-13(Fri) 19:00 ~ 2016-05-13(Fri) 21:00 (GMT+8)","大湖山莊街230號","Travel"
"http://www.accupass.com/event/register/1605121032201762804660","5/25「好戲上桌」認識桌遊，培養漫活新樂趣(火熱加開場)","2016-05-12(Thu) 18:00 ~ 2016-05-25(Wed) 17:00 (GMT+8)","台北市內湖區洲子街73號7樓","Entertainment"
"http://www.accupass.com/go/heartfilm520","【從心看電影】心理師陪你聊電影 愛的成人式：愛情Ｂ計劃","2016-05-20(Fri) 19:30 ~ 2016-05-20(Fri) 21:30 (GMT+8)","台北市中正區中山北路二段26巷10-1號3樓，Jupiter Room","Arts"
"http://www.accupass.com/event/register/1604101415131712323719","《讀劇》－重探大師經典劇本","2016-05-14(Sat) 14:30 ~ 2016-05-14(Sat) 17:00 (GMT+8)","迪化街一段32巷1號3F","Arts"
"http://www.accupass.com/event/register/1604130130039149915270","IN 大稻埕 · 心漫步(母親節雙人優惠)","2016-05-14(Sat) 09:30 ~ 2016-05-14(Sat) 11:30 (GMT+8)","大橋頭捷運站","Travel"
"http://www.accupass.com/go/vennote","￭￭ 義大利慢食x台灣在地歐式食材 義式餐酒會 ￭￭","2016-05-15(Sun) 19:00 ~ 2016-05-15(Sun) 21:30 (GMT+8)","台北市大安區延吉街259號","Food"
"http://www.accupass.com/event/register/1604291029121317922334","【青創會育成中心】人氣餐廳的網路行銷秘訣-社群篇","2016-05-18(Wed) 19:00 ~ 2016-05-18(Wed) 21:30 (GMT+8)","青創總會育成中心(台北市大安區信義路四段184號9樓)","Education"
"http://www.accupass.com/event/register/1605051128577057836780","【青創總會育成中心】人氣餐廳的網路行銷秘訣-社群篇","2016-05-18(Wed) 19:00 ~ 2016-05-18(Wed) 21:30 (GMT+8)","青創總會育成中心(台北市大安區信義路四段184號9樓)","Education"
"http://www.accupass.com/go/irec001","IREC : 國際關係與台灣關係","2016-05-14(Sat) 14:00 ~ 2016-05-14(Sat) 16:00 (GMT+8)","台北市大安區羅斯福路一段32號9樓","Education"
"http://www.accupass.com/event/register/1601180630021463382945","小小設計家種子團隊體驗營－2016/05/14","2016-05-14(Sat) 09:00 ~ 2016-05-14(Sat) 17:00 (GMT+8)","松山文創","Arts"
"http://www.accupass.com/go/sdtalk201605","2016.05月－設計小聚#37","2016-05-19(Thu) 19:30 ~ 2016-05-19(Thu) 21:30 (GMT+8)","台北市光復南路102號3樓(Your Space)","Arts"
"http://www.accupass.com/event/register/1604281054445030174960","「青禾巳月」社企聯展(體驗場)(因人數未達開辦下限，已取消)","2016-05-15(Sun) 09:30 ~ 2016-05-16(Mon) 12:00 (GMT+8)","台北市金華街142號","Charity"
"http://www.accupass.com/go/yunasyou_studio","<傳遞手作的溫度- 雙色信封包>","2016-05-15(Sun) 10:30 ~ 2016-05-20(Fri) 16:30 (GMT+8)","台北市南京西路64巷16-2號2F","Arts"
"http://www.accupass.com/event/register/1605200711207363110600","Remember who you are","2016-05-20(Fri) 14:00 ~ 2016-05-31(Tue) 16:00 (GMT+8)","台北市大安區忠孝東路四段169號8樓之1 (忠孝敦化1號出口(巨匠電腦8樓))","Education"
"http://www.accupass.com/event/register/1604271031474056903950","5/17 夢想系列讀書會─《通往夢想的十個黃金法則》","2016-05-17(Tue) 19:00 ~ 2016-05-17(Tue) 22:00 (GMT+8)","台北市大安區羅斯福路三段191號3樓","Education"
"http://www.accupass.com/go/meepshop0505","【meepShop網路開店】05/20 台北場","2016-05-20(Fri) 14:00 ~ 2016-05-20(Fri) 17:00 (GMT+8)","台北市中山區松江路350號","Business"
"http://www.accupass.com/event/register/1605021023123844726850","PANDA 藝起chat #06 ─五月分享會","2016-05-17(Tue) 19:30 ~ 2016-05-17(Tue) 21:00 (GMT+8)","台北市大安區泰順街26巷45號1樓","Arts"
"http://www.accupass.com/event/register/1604110948531123754159","PANDA 藝起chat #05 ─ 五月分享會","2016-05-15(Sun) 14:00 ~ 2016-05-15(Sun) 16:00 (GMT+8)","臺北市大同區迪化街一段32巷1號3樓","Arts"
"http://www.accupass.com/event/register/1602220512011755050214","2016 Taipei Yoga Life 心動的節奏","2016-05-14(Sat) 08:00 ~ 2016-05-15(Sun) 21:00 (GMT+8)","華山1914文創園區 (中正區八德路一段一號)","Sports"
"http://www.accupass.com/go/socialinnovation","「失控的社企」社會創新月 2016","2016-05-16(Mon) 18:30 ~ 2016-06-06(Mon) 21:15 (GMT+8)","台灣台北市大安區羅斯福路四段1號","Business"
"http://www.accupass.com/event/register/1605090559568495652100","【2016咖啡沖煮大賽】季軍分享會","2016-05-14(Sat) 15:00 ~ 2016-05-14(Sat) 17:30 (GMT+8)","台北市市民大道7段7號","Food"
"http://www.accupass.com/go/illuClassYuki4","illuClass｜簡單不簡單的印刷術","2016-05-14(Sat) 10:30 ~ 2016-05-14(Sat) 12:00 (GMT+8)","台北市萬華區康定路43號2樓","Education"
"http://www.accupass.com/event/register/1605020210443493777460","Treasure Island","2016-05-13(Fri) 20:00 ~ 2016-05-14(Sat) 22:00 (GMT+8)","空總創新基地 建國南路一段177號, Taipei, Taiwan 106","Entertainment"
"http://www.accupass.com/event/register/1605181430211353843329","Special K暖男派對-法比歐徵求廚房”貼身小幫手”熱烈報名中","","",""
"http://www.accupass.com/event/register/1605181430211353843329","Special K暖男派對-法比歐徵求廚房”貼身小幫手”現正報名中; 因應報名熱烈，緊急加開名額！！！","2016-05-18(Wed) 12:00 ~ 2016-05-27(Fri) 12:00 (GMT+8)","Dazzling Café Pink店 (地址: 大安區忠孝東路四段205巷7弄11號)","Food"
"http://www.accupass.com/event/register/1605071129401223473557","她的身體長著一片風景 In Her Body, Landscape Flourishes.","2016-05-14(Sat) 13:00 ~ 2016-06-05(Sun) 20:00 (GMT+8)","104台北市中山北路二段11巷15-2號1樓","Arts"
"http://www.accupass.com/event/register/1605060203135298028990","網路創業平台","2016-05-11(Wed) 19:30 ~ 2016-05-11(Wed) 21:00 (GMT+8)","台北市昌吉街1號","Business"
"http://www.accupass.com/go/2016coachingweek","國際教練週","2016-05-16(Mon) 13:00 ~ 2016-05-20(Fri) 18:00 (GMT+8)","空總創新基地 台北市大安區建國南路一段177號 (圖書館2樓)","Education"
"http://www.accupass.com/go/shellball0515","砲彈足球台北場5月15號場次表","2016-05-15(Sun) 12:00 ~ 2016-05-15(Sun) 18:00 (GMT+8)","112中央北路四段581號","Entertainment"
"http://www.accupass.com/go/shellball0514","砲彈足球台北場5月14號場次表","2016-05-14(Sat) 12:00 ~ 2016-05-14(Sat) 18:00 (GMT+8)","112中央北路四段581號","Entertainment"
"http://www.accupass.com/go/icftcoachingweek","國際教練週","","",""
"http://www.accupass.com/go/icftcoachingweek","最新售票連結改為：http://www.accupass.com/go/2016coachingweek","2016-05-16(Mon) 13:00 ~ 2016-05-20(Fri) 18:00 (GMT+8)","空總創新基地 台北市大安區建國南路一段177號 (圖書館2樓)","Education"
"http://www.accupass.com/go/strayoffline","流浪者的流浪狗之歌-台北 離線咖啡","2016-05-20(Fri) 19:30 ~ 2016-05-20(Fri) 21:30 (GMT+8)","台北市中正區八德路一段1號","Charity"
