title,cate,lat,lng,addr,date
Sanyuan Idol Comedy Show Taiwan 2016 Fall,Entertainment,25.0421875,121.50613229999999,台北市萬華區西寧南路177號,2016-11-25 10:30~2016-11-27 13:30
2017潘朵啦夢幻女神獨家限量年曆,Entertainment,25.0730831,121.5786746,台北市內湖區陽光街321巷10號6樓,2016-12-13 04:00~2016-12-31 04:00
酒咖72HR養成所,Entertainment,25.044149899999997,121.52944079999996,台北市中正區八德路一段1號,2016-10-21 05:00~2016-10-23 13:30
2016/07/23(六)夏祭浪漫浴衣派對,Entertainment,25.035814000000002,121.50327590000006,台北市萬華區昆明街316號B1  大可樂,2016-07-23 07:00~2016-07-23 10:00
Arcadia Taiwan,Entertainment,25.073649,121.5450254,大佳河濱公園,2016-10-09 06:00~2016-10-09 14:00
【青春點點點】創造屬於你的青友團,Entertainment,25.0459693,121.51584609999998,台北市中正區忠孝西路一段50號B2,2016-01-23 05:30~2016-01-23 08:00
妖精降臨夜尻祭 - 2016 Aniki in Taipei♂,Entertainment,25.0858404,121.54561309999997,台北市中山區大直街70號,2016-08-27 10:00~2016-08-27 13:00
Skyline Film 夏末電影院 - Taipei,Entertainment,25.0387252,121.56727959999999,110 Taipei 信義區松高路16號(微風松高4樓天際花園廣場),2016-11-11 09:00~2016-11-13 14:45
桜-SAKURA-2016,Entertainment,25.0663121,121.51782219999996,台北市承德路三段90巷2號 民權西路站５號出口走路７分鐘,2016-04-23 09:00~2016-04-23 12:30
2016大稻埕國際藝術節《超即興生活》,Entertainment,25.054737,121.50958000000004,台北市迪化街一段46巷18弄5號2樓,2016-10-08 06:00~2016-10-10 09:00
北投浴衣文化體驗,Entertainment,25.134127,121.50270899999998,台北市北投區溫泉路7巷1弄1號,2016-11-13 05:30~2016-11-13 09:30
薑餅人的派對,Entertainment,25.0454815,121.53112729999998,台北市中正區市民大道三段2號,2016-12-24 07:00~2016-12-25 08:00
Fuego 莫凡彼｜阿根廷探戈晚宴,Entertainment,25.0835494,121.55596459999992,台北市內湖區敬業三路11-1號2樓,2016-02-28 11:00~2016-02-28 13:30
大人學/專案管理生活思維網聚,Entertainment,25.053209,121.54394930000001,台北市復興北路154號9樓【大人學台北教室】,2016-05-12 10:30~2016-05-12 13:30
「捍衛者戰鬥營＠華山」電競野餐會,Entertainment,25.044149899999997,121.52944079999996,台北市中正區八德路一段1號,2016-10-29 07:30~2016-10-30 12:00
2016 GMA 工作坊-DJ全系統基礎訓練,Entertainment,25.048084,121.55041099999994,台北市松山區八德路三段10號,2016-06-05 08:00~2016-06-05 13:00
2016 GMA 工作坊-樂團編曲工作坊,Entertainment,25.048084,121.55041099999994,台北市松山區八德路三段10號,2016-06-05 01:30~2016-06-05 07:00
安心感男孩。177cm↑男生限定聯誼活動♥,Entertainment,25.033303,121.5554108,台北市大安區信義路四段303號4樓,2016-10-15 11:00~2016-10-15 13:30
三創生活園區X柯南20週年系列活動 電影搶先看,Entertainment,25.0454815,121.53112729999998,台北市市民大道三段2號,2016-07-07 02:00~2016-07-28 14:00
艾丁格 2016 春漾啤酒節,Entertainment,25.035635600000003,121.56709890000002,台北市松壽路20號1樓,2016-05-13 11:00~2016-05-14 14:00
交通部航港局微電影「出發航向遠大的夢想」成果發表會,Entertainment,25.0397197,121.56587390000004,台北市信義區松高路11號6樓,2016-09-24 05:40~2016-09-25 08:30
2016華劇大賞頒獎典禮 立即報名 (12/2),Entertainment,25.061529,121.57868800000006,台北市內湖區舊宗路一段159號,2016-12-01 16:00~2016-12-10 15:59
《戰車世界》x 《代號：鐵鉻行動》電影包場 - 台北場,Entertainment,25.0453035,121.50486820000003,108 台北市萬華區武昌街二段85號,2016-09-24 03:30~2016-09-24 06:30
法式聯誼♥浪漫恆星花課程,Entertainment,25.0424031,121.54040420000001,台北市忠孝東路三段217巷2弄11號1樓,2016-05-21 06:30~2016-05-21 10:00
本家整合行銷-砲彈足球四月份場次宣傳頁面,Entertainment,25.126886,121.46687920000001,112中央北路四段581號,2016-04-01 04:00~2016-04-30 04:00
